CRIME_DATE,TIME,TIME _PERIOD,MOUTH,DATE,CRIME_YEAR,CRIME_CATEGORY_NUMBER,CRIME_CATEGORY_DESCRIPTION,ZIP,LATITUDE,LONGITUDE,EVENT,WeekdayNum,STATISTICAL_CODE_DESCRIPTION
3/29/2012,23:03,12,3,29,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
3/4/2014,23:03,12,3,4,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
4/18/2011,23:04,12,4,18,2011,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
4/2/2012,23:04,12,4,2,2012,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,1,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
4/5/2013,23:04,12,4,5,2013,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,5,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
4/10/2013,23:04,12,4,10,2013,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,3,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
4/11/2011,23:04,12,4,11,2011,16,NARCOTICS,90012,34.05927,-118.23149,0,1,NARCOTICS: Found Narcotics
5/8/2011,23:05,12,5,8,2011,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,1,7,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
5/11/2011,23:05,12,5,11,2011,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
5/11/2011,23:05,12,5,11,2011,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,3,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
5/11/2011,23:05,12,5,11,2011,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,3,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
5/11/2011,23:05,12,5,11,2011,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,3,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON"
5/14/2011,23:05,12,5,14,2011,16,NARCOTICS,90012,34.05927,-118.23149,1,6,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
5/19/2011,23:05,12,5,19,2011,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,4,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
5/17/2012,23:05,12,5,17,2012,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,4,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
6/25/2011,23:06,12,6,25,2011,14,WEAPON LAWS,90012,34.05927,-118.23149,1,6,WEAPON LAWS: Felony
6/6/2012,23:06,12,6,6,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
6/6/2013,23:06,12,6,6,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
6/22/2014,23:06,12,6,22,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,1,7,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
6/27/2012,23:06,12,6,27,2012,16,NARCOTICS,90012,34.05927,-118.23149,0,3,NARCOTICS: Miscellaneous Felonies
7/8/2011,23:07,12,7,8,2011,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,5,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
7/20/2011,23:07,12,7,20,2011,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
7/12/2012,23:07,12,7,12,2012,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,4,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON"
7/6/2013,23:07,12,7,6,2013,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,2,6,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON"
7/31/2013,23:07,12,7,31,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
8/5/2011,23:08,12,8,5,2011,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,5,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
8/19/2012,23:08,12,8,19,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,1,7,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
8/3/2013,23:08,12,8,3,2013,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,1,6,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
8/25/2014,23:08,12,8,25,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
9/5/2013,23:09,12,9,5,2013,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,4,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
9/11/2013,23:09,12,9,11,2013,16,NARCOTICS,90012,34.05927,-118.23149,0,3,NARCOTICS: Found Narcotics
10/19/2011,23:10,12,10,19,2011,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
10/16/2012,23:10,12,10,16,2012,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,2,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON"
11/21/2012,23:11,12,11,21,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
12/29/2010,23:12,12,12,29,2010,16,NARCOTICS,90012,34.05927,-118.23149,0,3,NARCOTICS: Found Narcotics
12/5/2011,23:12,12,12,5,2011,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,1,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
12/4/2013,23:12,12,12,4,2013,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,3,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
12/5/2013,23:12,12,12,5,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
12/6/2013,23:12,12,12,6,2013,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,5,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON"
12/24/2013,23:12,12,12,24,2013,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,2,2,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
12/1/2014,23:12,12,12,1,2014,4,AGGRAVATED ASSAULT,90012,34.05927,-118.23149,0,1,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
12/30/2014,23:12,12,12,30,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05927,-118.23149,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
6/19/2010,04:06,3,6,19,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05933,-118.23128,1,6,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
7/2/2010,11:07,6,7,2,2010,16,NARCOTICS,90012,34.05933,-118.23128,0,5,NARCOTICS: Found Narcotics
6/20/2010,19:06,10,6,20,2010,24,VANDALISM,90012,34.05933,-118.23128,1,7,VANDALISM: Vandalism Jail
5/21/2013,18:05,10,5,21,2013,4,AGGRAVATED ASSAULT,90012,34.05933,-118.23121,0,2,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
7/29/2013,18:07,10,7,29,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05933,-118.23121,0,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
7/30/2013,19:07,10,7,30,2013,16,NARCOTICS,90012,34.05933,-118.23121,0,2,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
4/23/2013,21:04,11,4,23,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05933,-118.23121,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
3/16/2011,12:03,7,3,16,2011,13,NON-AGGRAVATED ASSAULTS,90012,34.05947,-118.23064,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
3/18/2011,19:03,10,3,18,2011,4,AGGRAVATED ASSAULT,90012,34.05947,-118.23064,0,5,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
3/14/2011,21:03,11,3,14,2011,13,NON-AGGRAVATED ASSAULTS,90012,34.05947,-118.23064,0,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
10/25/2012,10:10,6,10,25,2012,6,LARCENY THEFT,90012,34.0596,-118.24953,0,4,"THEFT, PETTY: From Bldgs (Church, School, Restaurant)"
11/29/2011,10:11,6,11,29,2011,6,LARCENY THEFT,90012,34.0596,-118.24953,0,2,"THEFT, PETTY: From Bldgs (Church, School, Restaurant)"
11/28/2011,12:11,7,11,28,2011,6,LARCENY THEFT,90012,34.0596,-118.24953,0,1,"THEFT, PETTY: From Bldgs (Church, School, Restaurant)"
8/10/2013,22:08,12,8,10,2013,5,BURGLARY,90012,34.0596,-118.24953,1,6,"BURGLARY, OTHER STRUCTURE: Unknown, Entry By Force"
7/4/2010,08:07,5,7,4,2010,5,BURGLARY,90012,34.05961,-118.21021,2,7,"BURGLARY, OTHER STRUCTURE: Unknown, Entry No Force"
7/10/2014,10:07,6,7,10,2014,6,LARCENY THEFT,90012,34.05961,-118.21021,0,4,"THEFT, PETTY: From Bldgs (Church, School, Restaurant)"
3/1/2011,09:03,5,3,1,2011,4,AGGRAVATED ASSAULT,90012,34.05966,-118.20534,0,2,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON"
1/13/2011,09:01,5,1,13,2011,23,VEHICLE / BOATING LAWS,90012,34.06018,-118.22914,0,4,"VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor"
11/3/2010,13:11,7,11,3,2010,6,LARCENY THEFT,90012,34.06058,-118.23901,0,3,GRAND THEFT: Bicycles
5/28/2012,17:05,9,5,28,2012,14,WEAPON LAWS,90012,34.06062,-118.2144,2,1,WEAPON LAWS: Felony
9/26/2010,18:09,10,9,26,2010,23,VEHICLE / BOATING LAWS,90012,34.0613,-118.23524,1,7,VEHICLE AND BOATING LAWS: Felony
9/12/2011,18:09,10,9,12,2011,26,RECEIVING STOLEN PROPERTY,90012,34.06144,-118.21353,0,1,RECEIVING STOLEN PROPERTY: Receiving Stolen Property
8/27/2010,02:08,2,8,27,2010,22,DRUNK DRIVING VEHICLE / BOAT,90012,34.06155,-118.24005,0,5,DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs
11/16/2014,01:11,1,11,16,2014,6,LARCENY THEFT,90012,34.06165,-118.25012,1,7,VEHICLE BURGLARY: Truck/Cargo Van Burglary
11/7/2014,02:11,2,11,7,2014,6,LARCENY THEFT,90012,34.06165,-118.25012,0,5,"THEFT, PETTY: From Bldgs (Church, School, Restaurant)"
10/17/2014,09:10,5,10,17,2014,14,WEAPON LAWS,90012,34.06165,-118.25012,0,5,WEAPON LAWS: Felony
11/13/2014,09:11,5,11,13,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.06165,-118.25012,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
8/26/2014,10:08,6,8,26,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.06165,-118.25012,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
12/1/2014,10:12,6,12,1,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.06165,-118.25012,0,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
10/9/2014,11:10,6,10,9,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.06165,-118.25012,0,4,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
10/30/2014,11:10,6,10,30,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.06165,-118.25012,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
9/2/2014,12:09,7,9,2,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.06165,-118.25012,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
9/26/2014,12:09,7,9,26,2014,29,FELONIES MISCELLANEOUS,90012,34.06165,-118.25012,0,5,"FELONIES, MISCELLANEOUS: False Report Bomb/Emergency"
9/27/2014,16:09,9,9,27,2014,6,LARCENY THEFT,90012,34.06165,-118.25012,1,6,"GRAND THEFT: From Bldg(Churches, Schools, Restaurants, Offices, Etc)"
4/25/2014,04:04,3,4,25,2014,12,SEX OFFENSES MISDEMEANORS,90012,34.06197,-118.29136,0,5,SEX MISDEMEANORS: All Other Sex Misdemeanors
3/10/2013,06:03,4,3,10,2013,6,LARCENY THEFT,90012,34.06197,-118.2912,1,7,GRAND THEFT: Purse Snatch
1/13/2010,07:01,4,1,13,2010,12,SEX OFFENSES MISDEMEANORS,90012,34.06224,-118.34404,0,3,SEX MISDEMEANORS: Annoy/Molest Children
9/21/2013,09:09,5,9,21,2013,30,MISDEMEANORS MISCELLANEOUS,90012,34.06278,-118.24351,1,6,"MISDEMEANORS, MISCELLANEOUS: All Other Misdemeanors"
11/2/2012,14:11,8,11,2,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.06308,-118.24586,0,5,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
6/30/2013,23:06,12,6,30,2013,30,MISDEMEANORS MISCELLANEOUS,90012,34.06308,-118.24586,1,7,"MISDEMEANORS, MISCELLANEOUS: Trespassing"
4/24/2014,15:04,8,4,24,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.06309,-118.24594,0,4,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
4/3/2014,16:04,9,4,3,2014,10,FRAUD AND NSF CHECKS,90012,34.06309,-118.24594,0,4,FRAUD: Fraud By False Pretenses
1/19/2010,08:01,5,1,19,2010,9,FORGERY,90012,34.06311,-118.24593,0,2,WORTHLESS DOCUMENTS/FORGERY: Forgery - Other
1/27/2010,17:01,9,1,27,2010,18,DRUNK / ALCOHOL / DRUGS,90012,34.06311,-118.24593,0,3,DRUNK: Alcohol
3/9/2013,14:03,8,3,9,2013,16,NARCOTICS,90012,34.0632,-118.23483,1,6,Felony Possession of a Controlled Substance (excluding Marijuana)
3/9/2013,20:03,11,3,9,2013,16,NARCOTICS,90012,34.0632,-118.23483,1,6,Felony Possession of a Controlled Substance (excluding Marijuana)
4/20/2011,09:04,5,4,20,2011,29,FELONIES MISCELLANEOUS,90012,34.0638,-118.23612,0,3,"FELONIES, MISCELLANEOUS: All Other Felonies"
11/9/2010,11:11,6,11,9,2010,3,ROBBERY,90012,34.0638,-118.23612,0,2,"ROBBERY, STRONG-ARM: Other"
10/28/2013,14:10,8,10,28,2013,30,MISDEMEANORS MISCELLANEOUS,90012,34.0638,-118.23612,0,1,"MISDEMEANORS, MISCELLANEOUS: All Other Misdemeanors"
1/20/2013,15:01,8,1,20,2013,30,MISDEMEANORS MISCELLANEOUS,90012,34.0638,-118.23612,2,7,"MISDEMEANORS, MISCELLANEOUS: Public Nuisance"
9/1/2012,17:09,9,9,1,2012,30,MISDEMEANORS MISCELLANEOUS,90012,34.0638,-118.23612,2,6,"MISDEMEANORS, MISCELLANEOUS: Trespassing"
8/3/2013,18:08,10,8,3,2013,30,MISDEMEANORS MISCELLANEOUS,90012,34.0638,-118.23612,1,6,"MISDEMEANORS, MISCELLANEOUS: Trespassing"
12/5/2012,18:12,10,12,5,2012,24,VANDALISM,90012,34.0638,-118.23612,0,3,VANDALISM: Graffiti/Tagging
3/6/2014,20:03,11,3,6,2014,24,VANDALISM,90012,34.0638,-118.23612,0,4,VANDALISM: Graffiti/Tagging
3/19/2014,21:03,11,3,19,2014,24,VANDALISM,90012,34.0638,-118.23612,0,3,VANDALISM: Graffiti/Tagging
8/4/2012,22:08,12,8,4,2012,30,MISDEMEANORS MISCELLANEOUS,90012,34.0638,-118.23612,1,6,"MISDEMEANORS, MISCELLANEOUS: Trespassing"
8/25/2011,23:08,12,8,25,2011,24,VANDALISM,90012,34.0638,-118.23612,0,4,VANDALISM MISD
9/16/2014,16:09,9,9,16,2014,9,FORGERY,90012,34.06417,-118.24542,0,2,WORTHLESS DOCUMENTS/FORGERY: Forgery - Other
11/16/2014,23:11,12,11,16,2014,6,LARCENY THEFT,90012,34.06417,-118.24542,1,7,"THEFT, PETTY: Bicycles"
3/22/2011,19:03,10,3,22,2011,16,NARCOTICS,90012,34.06598,-118.21543,0,2,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
1/21/2012,20:01,11,1,21,2012,16,NARCOTICS,90012,34.06602,-118.21155,1,6,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
2/7/2011,19:02,10,2,7,2011,16,NARCOTICS,90012,34.06705,-118.22235,0,1,Felony Possession of a Controlled Substance (excluding Marijuana)
3/8/2013,12:03,7,3,8,2013,6,LARCENY THEFT,90012,34.06807,-118.19302,0,5,GRAND THEFT: Auto Parts And Accessories
7/2/2012,21:07,11,7,2,2012,6,LARCENY THEFT,90012,34.06819,-118.22779,0,1,"THEFT, PETTY: From Bldgs (Church, School, Restaurant)"
10/28/2012,23:10,12,10,28,2012,10,FRAUD AND NSF CHECKS,90012,34.06819,-118.22779,1,7,DEFRAUDING: Embezzlement (Misd)
11/3/2012,15:11,8,11,3,2012,6,LARCENY THEFT,90012,34.06906,-118.29165,1,6,GRAND THEFT: Bicycles
9/4/2011,02:09,2,9,4,2011,30,MISDEMEANORS MISCELLANEOUS,90012,34.06966,-118.22754,2,7,"MISDEMEANORS, MISCELLANEOUS: All Other Misdemeanors"
12/8/2014,09:12,5,12,8,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.0703,-118.26894,0,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
8/3/2010,13:08,7,8,3,2010,24,VANDALISM,90012,34.07102,-118.22627,0,2,VANDALISM: Graffiti/Tagging
6/17/2014,06:06,4,6,17,2014,24,VANDALISM,90012,34.07103,-118.22617,0,2,VANDALISM: Graffiti/Tagging
1/19/2014,10:01,6,1,19,2014,24,VANDALISM,90012,34.07103,-118.22617,2,7,VANDALISM: Graffiti/Tagging
5/14/2012,12:05,7,5,14,2012,24,VANDALISM,90012,34.07103,-118.22617,0,1,VANDALISM FELONY
8/4/2012,21:08,11,8,4,2012,30,MISDEMEANORS MISCELLANEOUS,90012,34.07103,-118.22617,1,6,"MISDEMEANORS, MISCELLANEOUS: Trespassing"
11/21/2014,19:11,10,11,21,2014,24,VANDALISM,90012,34.07103,-118.22626,0,5,VANDALISM FELONY
1/17/2013,00:01,1,1,17,2013,24,VANDALISM,90012,34.07229,-118.22572,0,4,VANDALISM FELONY
1/12/2013,03:01,2,1,12,2013,24,VANDALISM,90012,34.07229,-118.22572,1,6,VANDALISM FELONY
4/29/2014,19:04,10,4,29,2014,24,VANDALISM,90012,34.07229,-118.22572,0,2,VANDALISM FELONY
2/18/2013,16:02,9,2,18,2013,16,NARCOTICS,90012,34.07294,-118.26613,2,1,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
9/4/2012,15:09,8,9,4,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.07367,-118.26569,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
10/4/2011,16:10,9,10,4,2011,23,VEHICLE / BOATING LAWS,90012,34.07634,-118.29168,0,2,VEHICLE AND BOATING LAWS: Misdemeanor
5/23/2012,14:05,8,5,23,2012,6,LARCENY THEFT,90012,34.07654,-118.2919,0,3,"GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)"
9/26/2014,23:09,12,9,26,2014,6,LARCENY THEFT,90012,34.09077,-118.31356,0,5,"THEFT, PETTY: Bicycles"
9/23/2014,09:09,5,9,23,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.0908,-118.30461,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
10/13/2011,00:10,1,10,13,2011,30,MISDEMEANORS MISCELLANEOUS,90012,34.09829,-118.29154,0,4,"MISDEMEANORS, MISCELLANEOUS: Trespassing"
6/15/2010,15:06,8,6,15,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.09874,-118.2061,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
8/23/2010,14:08,8,8,23,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.10167,-118.30819,0,1,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
8/29/2010,19:08,10,8,29,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.10167,-118.30819,1,7,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
5/27/2010,19:05,10,5,27,2010,16,NARCOTICS,90012,34.10843,-118.20104,0,4,Felony Possession of a Controlled Substance (excluding Marijuana)
1/8/2010,12:01,7,1,8,2010,6,LARCENY THEFT,90013,33.92925,-118.23632,0,5,"GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)"
1/8/2010,15:01,8,1,8,2010,6,LARCENY THEFT,90013,33.92925,-118.23632,0,5,"GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)"
1/8/2010,15:01,8,1,8,2010,6,LARCENY THEFT,90013,33.92925,-118.23632,0,5,"GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)"
1/13/2011,13:01,7,1,13,2011,6,LARCENY THEFT,90013,33.94596,-118.3464,0,4,"THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)"
9/1/2013,18:09,10,9,1,2013,16,NARCOTICS,90013,33.94596,-118.3464,2,7,NARCOTICS: Marijuana Misdemeanors (Less Than 1 oz)
6/6/2012,20:06,11,6,6,2012,13,NON-AGGRAVATED ASSAULTS,90013,33.94596,-118.3464,0,3,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
2/29/2012,21:02,11,2,29,2012,4,AGGRAVATED ASSAULT,90013,33.94596,-118.3464,0,3,"ASSAULT, AGGRAVATED: ADW, PEACE OFFICER - OTHER DANGEROUS WEAPON"
6/18/2013,23:06,12,6,18,2013,24,VANDALISM,90013,33.98867,-118.35797,0,2,VANDALISM FELONY
3/19/2012,10:03,6,3,19,2012,30,MISDEMEANORS MISCELLANEOUS,90013,34.03,-118.262,0,1,"MISDEMEANORS, MISCELLANEOUS: Trespassing"
3/17/2010,09:03,5,3,17,2010,16,NARCOTICS,90013,34.0329,-118.26872,0,3,Felony Possession of a Controlled Substance (excluding Marijuana)
1/6/2011,17:01,9,1,6,2011,3,ROBBERY,90013,34.0329,-118.26872,0,4,"ROBBERY, STRONG-ARM: Other"
1/23/2011,19:01,10,1,23,2011,4,AGGRAVATED ASSAULT,90013,34.0329,-118.26872,1,7,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
4/6/2010,09:04,5,4,6,2010,30,MISDEMEANORS MISCELLANEOUS,90013,34.03291,-118.26875,0,2,"MISDEMEANORS, MISCELLANEOUS: All Other Misdemeanors"
5/7/2013,15:05,8,5,7,2013,16,NARCOTICS,90013,34.04095,-118.26587,0,2,NARCOTICS: Marijuana (Felony) Hashish/Hashish Oil (Poss/Sales)
8/9/2010,03:08,2,8,9,2010,10,FRAUD AND NSF CHECKS,90013,34.04142,-118.23822,0,1,FRAUD: Fraud By False Pretenses
12/23/2014,17:12,9,12,23,2014,29,FELONIES MISCELLANEOUS,90013,34.04245,-118.24485,0,2,"FELONIES, MISCELLANEOUS: Escape, Adult/Juvenile"
4/21/2012,19:04,10,4,21,2012,20,VAGRANCY,90013,34.04385,-118.24359,1,6,VAGRANCY/QUALITY OF LIFE:Illegal Vending
12/16/2011,00:12,1,12,16,2011,6,LARCENY THEFT,90013,34.0444,-118.23614,0,5,"THEFT, PETTY: From Bldgs (Church, School, Restaurant)"
3/4/2011,09:03,5,3,4,2011,13,NON-AGGRAVATED ASSAULTS,90013,34.0444,-118.23614,0,5,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
4/4/2011,11:04,6,4,4,2011,4,AGGRAVATED ASSAULT,90013,34.0444,-118.23614,0,1,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON"
8/31/2011,11:08,6,8,31,2011,16,NARCOTICS,90013,34.0444,-118.23614,0,3,NARCOTICS: Marijuana (Felony) Hashish/Hashish Oil (Poss/Sales)
2/28/2014,13:02,7,2,28,2014,24,VANDALISM,90013,34.0444,-118.23614,0,5,VANDALISM: Graffiti/Tagging
9/5/2012,13:09,7,9,5,2012,16,NARCOTICS,90013,34.0444,-118.23614,0,3,NARCOTICS: Marijuana Misdemeanors (Less Than 1 oz)
9/28/2012,13:09,7,9,28,2012,24,VANDALISM,90013,34.0444,-118.23614,0,5,VANDALISM MISD
11/9/2011,13:11,7,11,9,2011,18,DRUNK / ALCOHOL / DRUGS,90013,34.0444,-118.23614,0,3,DRUNK: Alcohol
6/6/2014,15:06,8,6,6,2014,13,NON-AGGRAVATED ASSAULTS,90013,34.0444,-118.23614,0,5,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
10/18/2010,16:10,9,10,18,2010,6,LARCENY THEFT,90013,34.0444,-118.23614,0,1,"GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)"
6/9/2010,09:06,5,6,9,2010,16,NARCOTICS,90013,34.04443,-118.23642,0,3,Felony Possession of a Controlled Substance (excluding Marijuana)
9/16/2010,10:09,6,9,16,2010,16,NARCOTICS,90013,34.04443,-118.23642,0,4,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
7/6/2010,11:07,6,7,6,2010,6,LARCENY THEFT,90013,34.04443,-118.23642,0,2,"THEFT, PETTY: Bicycles"
7/2/2010,12:07,7,7,2,2010,13,NON-AGGRAVATED ASSAULTS,90013,34.04443,-118.23642,0,5,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
3/21/2013,12:03,7,3,21,2013,18,DRUNK / ALCOHOL / DRUGS,90013,34.04446,-118.23633,0,4,DRUNK: Alcohol
9/1/2011,11:09,6,9,1,2011,16,NARCOTICS,90013,34.04454,-118.23654,0,4,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
11/4/2014,09:11,5,11,4,2014,24,VANDALISM,90013,34.04458,-118.23249,0,2,VANDALISM FELONY
3/11/2010,18:03,10,3,11,2010,5,BURGLARY,90013,34.04458,-118.23249,0,4,"BURGLARY, OTHER STRUCTURE: Day, Entry By Force"
4/9/2011,12:04,7,4,9,2011,29,FELONIES MISCELLANEOUS,90013,34.04462,-118.2487,1,6,"FELONIES, MISCELLANEOUS: Extortion"
12/1/2011,12:12,7,12,1,2011,6,LARCENY THEFT,90013,34.04479,-118.24743,0,4,"THEFT, PETTY: From Bldgs (Church, School, Restaurant)"
